"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"03.01.2018 08:00 - 03.01.2018 08:15","n/e","n/e","n/e","n/e","4006","n/e","n/e","35211","n/e"
"03.01.2018 08:15 - 03.01.2018 08:30","n/e","n/e","n/e","n/e","3968","n/e","n/e","34994","n/e"
"03.01.2018 08:30 - 03.01.2018 08:45","n/e","n/e","n/e","n/e","3970","n/e","n/e","34865","n/e"
"03.01.2018 08:45 - 03.01.2018 09:00","n/e","n/e","n/e","n/e","3976","n/e","n/e","34451","n/e"
"03.01.2018 09:00 - 03.01.2018 09:15","n/e","n/e","n/e","n/e","3978","n/e","n/e","34434","n/e"
"03.01.2018 09:15 - 03.01.2018 09:30","n/e","n/e","n/e","n/e","3966","n/e","n/e","34358","n/e"
"03.01.2018 09:30 - 03.01.2018 09:45","n/e","n/e","n/e","n/e","3971","n/e","n/e","34143","n/e"
"03.01.2018 09:45 - 03.01.2018 10:00","n/e","n/e","n/e","n/e","3972","n/e","n/e","33978","n/e"
"03.01.2018 10:00 - 03.01.2018 10:15","n/e","n/e","n/e","n/e","3973","n/e","n/e","34473","n/e"
"03.01.2018 10:15 - 03.01.2018 10:30","n/e","n/e","n/e","n/e","3933","n/e","n/e","34303","n/e"
"03.01.2018 10:30 - 03.01.2018 10:45","n/e","n/e","n/e","n/e","3899","n/e","n/e","34475","n/e"
"03.01.2018 10:45 - 03.01.2018 11:00","n/e","n/e","n/e","n/e","3878","n/e","n/e","34540","n/e"
"03.01.2018 11:00 - 03.01.2018 11:15","n/e","n/e","n/e","n/e","3842","n/e","n/e","34480","n/e"
"03.01.2018 11:15 - 03.01.2018 11:30","n/e","n/e","n/e","n/e","3781","n/e","n/e","34422","n/e"
"03.01.2018 11:30 - 03.01.2018 11:45","n/e","n/e","n/e","n/e","3705","n/e","n/e","34316","n/e"
"03.01.2018 11:45 - 03.01.2018 12:00","n/e","n/e","n/e","n/e","3668","n/e","n/e","34315","n/e"
"03.01.2018 12:00 - 03.01.2018 12:15","n/e","n/e","n/e","n/e","3537","n/e","n/e","34305","n/e"
"03.01.2018 12:15 - 03.01.2018 12:30","n/e","n/e","n/e","n/e","3346","n/e","n/e","34218","n/e"
"03.01.2018 12:30 - 03.01.2018 12:45","n/e","n/e","n/e","n/e","3194","n/e","n/e","34369","n/e"
"03.01.2018 12:45 - 03.01.2018 13:00","n/e","n/e","n/e","n/e","3202","n/e","n/e","34515","n/e"
"03.01.2018 13:00 - 03.01.2018 13:15","n/e","n/e","n/e","n/e","3159","n/e","n/e","34809","n/e"
"03.01.2018 13:15 - 03.01.2018 13:30","n/e","n/e","n/e","n/e","3144","n/e","n/e","34776","n/e"
"03.01.2018 13:30 - 03.01.2018 13:45","n/e","n/e","n/e","n/e","3003","n/e","n/e","34967","n/e"
"03.01.2018 13:45 - 03.01.2018 14:00","n/e","n/e","n/e","n/e","2882","n/e","n/e","35125","n/e"
"03.01.2018 14:00 - 03.01.2018 14:15","n/e","n/e","n/e","n/e","2785","n/e","n/e","35311","n/e"
"03.01.2018 14:15 - 03.01.2018 14:30","n/e","n/e","n/e","n/e","2769","n/e","n/e","35104","n/e"
"03.01.2018 14:30 - 03.01.2018 14:45","n/e","n/e","n/e","n/e","2842","n/e","n/e","35013","n/e"
"03.01.2018 14:45 - 03.01.2018 15:00","n/e","n/e","n/e","n/e","2914","n/e","n/e","35165","n/e"
"03.01.2018 15:00 - 03.01.2018 15:15","n/e","n/e","n/e","n/e","2920","n/e","n/e","35100","n/e"
"03.01.2018 15:15 - 03.01.2018 15:30","n/e","n/e","n/e","n/e","2895","n/e","n/e","35287","n/e"
"03.01.2018 15:30 - 03.01.2018 15:45","n/e","n/e","n/e","n/e","2906","n/e","n/e","35241","n/e"
"03.01.2018 15:45 - 03.01.2018 16:00","n/e","n/e","n/e","n/e","2882","n/e","n/e","35488","n/e"
"03.01.2018 16:00 - 03.01.2018 16:15","n/e","n/e","n/e","n/e","2828","n/e","n/e","35640","n/e"
"03.01.2018 16:15 - 03.01.2018 16:30","n/e","n/e","n/e","n/e","2796","n/e","n/e","35933","n/e"
"03.01.2018 16:30 - 03.01.2018 16:45","n/e","n/e","n/e","n/e","2901","n/e","n/e","35973","n/e"
"03.01.2018 16:45 - 03.01.2018 17:00","n/e","n/e","n/e","n/e","3020","n/e","n/e","36279","n/e"
"03.01.2018 17:00 - 03.01.2018 17:15","n/e","n/e","n/e","n/e","3108","n/e","n/e","36455","n/e"
"03.01.2018 17:15 - 03.01.2018 17:30","n/e","n/e","n/e","n/e","2986","n/e","n/e","36833","n/e"
"03.01.2018 17:30 - 03.01.2018 17:45","n/e","n/e","n/e","n/e","3088","n/e","n/e","37105","n/e"
"03.01.2018 17:45 - 03.01.2018 18:00","n/e","n/e","n/e","n/e","3193","n/e","n/e","37383","n/e"
"03.01.2018 18:00 - 03.01.2018 18:15","n/e","n/e","n/e","n/e","3332","n/e","n/e","37373","n/e"
"03.01.2018 18:15 - 03.01.2018 18:30","n/e","n/e","n/e","n/e","3438","n/e","n/e","37273","n/e"
"03.01.2018 18:30 - 03.01.2018 18:45","n/e","n/e","n/e","n/e","3484","n/e","n/e","37244","n/e"
"03.01.2018 18:45 - 03.01.2018 19:00","n/e","n/e","n/e","n/e","3565","n/e","n/e","37397","n/e"
"03.01.2018 19:00 - 03.01.2018 19:15","n/e","n/e","n/e","n/e","3620","n/e","n/e","37345","n/e"
"03.01.2018 19:15 - 03.01.2018 19:30","n/e","n/e","n/e","n/e","3700","n/e","n/e","37281","n/e"
"03.01.2018 19:30 - 03.01.2018 19:45","n/e","n/e","n/e","n/e","3703","n/e","n/e","37220","n/e"
"03.01.2018 19:45 - 03.01.2018 20:00","n/e","n/e","n/e","n/e","3643","n/e","n/e","37075","n/e"
"03.01.2018 20:00 - 03.01.2018 20:15","n/e","n/e","n/e","n/e","3607","n/e","n/e","37214","n/e"
"03.01.2018 20:15 - 03.01.2018 20:30","n/e","n/e","n/e","n/e","3517","n/e","n/e","37400","n/e"
"03.01.2018 20:30 - 03.01.2018 20:45","n/e","n/e","n/e","n/e","3496","n/e","n/e","37412","n/e"
"03.01.2018 20:45 - 03.01.2018 21:00","n/e","n/e","n/e","n/e","3517","n/e","n/e","37458","n/e"
"03.01.2018 21:00 - 03.01.2018 21:15","n/e","n/e","n/e","n/e","3525","n/e","n/e","37423","n/e"
"03.01.2018 21:15 - 03.01.2018 21:30","n/e","n/e","n/e","n/e","3497","n/e","n/e","37361","n/e"
"03.01.2018 21:30 - 03.01.2018 21:45","n/e","n/e","n/e","n/e","3503","n/e","n/e","37291","n/e"
"03.01.2018 21:45 - 03.01.2018 22:00","n/e","n/e","n/e","n/e","3508","n/e","n/e","37218","n/e"
"03.01.2018 22:00 - 03.01.2018 22:15","n/e","n/e","n/e","n/e","3515","n/e","n/e","37181","n/e"
"03.01.2018 22:15 - 03.01.2018 22:30","n/e","n/e","n/e","n/e","3525","n/e","n/e","37109","n/e"
"03.01.2018 22:30 - 03.01.2018 22:45","n/e","n/e","n/e","n/e","3535","n/e","n/e","37034","n/e"
"03.01.2018 22:45 - 03.01.2018 23:00","n/e","n/e","n/e","n/e","3549","n/e","n/e","36963","n/e"
"03.01.2018 23:00 - 03.01.2018 23:15","n/e","n/e","n/e","n/e","3560","n/e","n/e","36884","n/e"
"03.01.2018 23:15 - 03.01.2018 23:30","n/e","n/e","n/e","n/e","3568","n/e","n/e","36782","n/e"
"03.01.2018 23:30 - 03.01.2018 23:45","n/e","n/e","n/e","n/e","3571","n/e","n/e","36673","n/e"
"03.01.2018 23:45 - 04.01.2018 00:00","n/e","n/e","n/e","n/e","3576","n/e","n/e","36562","n/e"
"04.01.2018 00:00 - 04.01.2018 00:15","n/e","n/e","n/e","n/e","3744","n/e","n/e","37034","n/e"
"04.01.2018 00:15 - 04.01.2018 00:30","n/e","n/e","n/e","n/e","3797","n/e","n/e","36709","n/e"
"04.01.2018 00:30 - 04.01.2018 00:45","n/e","n/e","n/e","n/e","3794","n/e","n/e","36641","n/e"
"04.01.2018 00:45 - 04.01.2018 01:00","n/e","n/e","n/e","n/e","3787","n/e","n/e","36520","n/e"
"04.01.2018 01:00 - 04.01.2018 01:15","n/e","n/e","n/e","n/e","3436","n/e","n/e","36162","n/e"
"04.01.2018 01:15 - 04.01.2018 01:30","n/e","n/e","n/e","n/e","3428","n/e","n/e","36072","n/e"
"04.01.2018 01:30 - 04.01.2018 01:45","n/e","n/e","n/e","n/e","3395","n/e","n/e","35930","n/e"
"04.01.2018 01:45 - 04.01.2018 02:00","n/e","n/e","n/e","n/e","3363","n/e","n/e","35831","n/e"
"04.01.2018 02:00 - 04.01.2018 02:15","n/e","n/e","n/e","n/e","3315","n/e","n/e","35583","n/e"
"04.01.2018 02:15 - 04.01.2018 02:30","n/e","n/e","n/e","n/e","3243","n/e","n/e","35268","n/e"
"04.01.2018 02:30 - 04.01.2018 02:45","n/e","n/e","n/e","n/e","3187","n/e","n/e","34909","n/e"
"04.01.2018 02:45 - 04.01.2018 03:00","n/e","n/e","n/e","n/e","3114","n/e","n/e","34673","n/e"
"04.01.2018 03:00 - 04.01.2018 03:15","n/e","n/e","n/e","n/e","3001","n/e","n/e","34424","n/e"
"04.01.2018 03:15 - 04.01.2018 03:30","n/e","n/e","n/e","n/e","2886","n/e","n/e","34198","n/e"
"04.01.2018 03:30 - 04.01.2018 03:45","n/e","n/e","n/e","n/e","2887","n/e","n/e","34031","n/e"
"04.01.2018 03:45 - 04.01.2018 04:00","n/e","n/e","n/e","n/e","2776","n/e","n/e","33553","n/e"
"04.01.2018 04:00 - 04.01.2018 04:15","n/e","n/e","n/e","n/e","2685","n/e","n/e","33265","n/e"
"04.01.2018 04:15 - 04.01.2018 04:30","n/e","n/e","n/e","n/e","2705","n/e","n/e","32786","n/e"
"04.01.2018 04:30 - 04.01.2018 04:45","n/e","n/e","n/e","n/e","2573","n/e","n/e","32284","n/e"
"04.01.2018 04:45 - 04.01.2018 05:00","n/e","n/e","n/e","n/e","2446","n/e","n/e","31654","n/e"
"04.01.2018 05:00 - 04.01.2018 05:15","n/e","n/e","n/e","n/e","2333","n/e","n/e","31134","n/e"
"04.01.2018 05:15 - 04.01.2018 05:30","n/e","n/e","n/e","n/e","2301","n/e","n/e","30546","n/e"
"04.01.2018 05:30 - 04.01.2018 05:45","n/e","n/e","n/e","n/e","2116","n/e","n/e","30026","n/e"
"04.01.2018 05:45 - 04.01.2018 06:00","n/e","n/e","n/e","n/e","1932","n/e","n/e","29508","n/e"
"04.01.2018 06:00 - 04.01.2018 06:15","n/e","n/e","n/e","n/e","1728","n/e","n/e","29015","n/e"
"04.01.2018 06:15 - 04.01.2018 06:30","n/e","n/e","n/e","n/e","1496","n/e","n/e","28443","n/e"
"04.01.2018 06:30 - 04.01.2018 06:45","n/e","n/e","n/e","n/e","1360","n/e","n/e","27797","n/e"
"04.01.2018 06:45 - 04.01.2018 07:00","n/e","n/e","n/e","n/e","1284","n/e","n/e","27244","n/e"
"04.01.2018 07:00 - 04.01.2018 07:15","n/e","n/e","n/e","n/e","1175","n/e","n/e","26700","n/e"
"04.01.2018 07:15 - 04.01.2018 07:30","n/e","n/e","n/e","n/e","1057","n/e","n/e","26096","n/e"
"04.01.2018 07:30 - 04.01.2018 07:45","n/e","n/e","n/e","n/e","1011","n/e","n/e","25367","n/e"
"04.01.2018 07:45 - 04.01.2018 08:00","n/e","n/e","n/e","n/e","953","n/e","n/e","24667","n/e"
"04.01.2018 08:00 - 04.01.2018 08:15","n/e","n/e","n/e","n/e","913","n/e","n/e","23950","n/e"
"04.01.2018 08:15 - 04.01.2018 08:30","n/e","n/e","n/e","n/e","843","n/e","n/e","23387","n/e"
"04.01.2018 08:30 - 04.01.2018 08:45","n/e","n/e","n/e","n/e","793","n/e","n/e","22851","n/e"
"04.01.2018 08:45 - 04.01.2018 09:00","n/e","n/e","n/e","n/e","802","n/e","n/e","22307","n/e"
"04.01.2018 09:00 - 04.01.2018 09:15","n/e","n/e","n/e","n/e","805","n/e","n/e","21950","n/e"
"04.01.2018 09:15 - 04.01.2018 09:30","n/e","n/e","n/e","n/e","881","n/e","n/e","21444","n/e"
"04.01.2018 09:30 - 04.01.2018 09:45","n/e","n/e","n/e","n/e","858","n/e","n/e","20876","n/e"
"04.01.2018 09:45 - 04.01.2018 10:00","n/e","n/e","n/e","n/e","844","n/e","n/e","20545","n/e"
"04.01.2018 10:00 - 04.01.2018 10:15","n/e","n/e","n/e","n/e","843","n/e","n/e","19569","n/e"
"04.01.2018 10:15 - 04.01.2018 10:30","n/e","n/e","n/e","n/e","875","n/e","n/e","19228","n/e"
"04.01.2018 10:30 - 04.01.2018 10:45","n/e","n/e","n/e","n/e","831","n/e","n/e","18736","n/e"
"04.01.2018 10:45 - 04.01.2018 11:00","n/e","n/e","n/e","n/e","776","n/e","n/e","18328","n/e"
"04.01.2018 11:00 - 04.01.2018 11:15","n/e","n/e","n/e","n/e","770","n/e","n/e","17940","n/e"
"04.01.2018 11:15 - 04.01.2018 11:30","n/e","n/e","n/e","n/e","750","n/e","n/e","17597","n/e"
"04.01.2018 11:30 - 04.01.2018 11:45","n/e","n/e","n/e","n/e","756","n/e","n/e","17409","n/e"
"04.01.2018 11:45 - 04.01.2018 12:00","n/e","n/e","n/e","n/e","768","n/e","n/e","16845","n/e"
"04.01.2018 12:00 - 04.01.2018 12:15","n/e","n/e","n/e","n/e","790","n/e","n/e","16693","n/e"
"04.01.2018 12:15 - 04.01.2018 12:30","n/e","n/e","n/e","n/e","748","n/e","n/e","16373","n/e"
"04.01.2018 12:30 - 04.01.2018 12:45","n/e","n/e","n/e","n/e","756","n/e","n/e","15981","n/e"
"04.01.2018 12:45 - 04.01.2018 13:00","n/e","n/e","n/e","n/e","797","n/e","n/e","15540","n/e"
"04.01.2018 13:00 - 04.01.2018 13:15","n/e","n/e","n/e","n/e","778","n/e","n/e","15145","n/e"
"04.01.2018 13:15 - 04.01.2018 13:30","n/e","n/e","n/e","n/e","746","n/e","n/e","14755","n/e"
"04.01.2018 13:30 - 04.01.2018 13:45","n/e","n/e","n/e","n/e","776","n/e","n/e","14373","n/e"
"04.01.2018 13:45 - 04.01.2018 14:00","n/e","n/e","n/e","n/e","765","n/e","n/e","14054","n/e"
"04.01.2018 14:00 - 04.01.2018 14:15","n/e","n/e","n/e","n/e","761","n/e","n/e","13773","n/e"
"04.01.2018 14:15 - 04.01.2018 14:30","n/e","n/e","n/e","n/e","683","n/e","n/e","13506","n/e"
"04.01.2018 14:30 - 04.01.2018 14:45","n/e","n/e","n/e","n/e","628","n/e","n/e","13303","n/e"
"04.01.2018 14:45 - 04.01.2018 15:00","n/e","n/e","n/e","n/e","584","n/e","n/e","13057","n/e"
"04.01.2018 15:00 - 04.01.2018 15:15","n/e","n/e","n/e","n/e","542","n/e","n/e","12810","n/e"
"04.01.2018 15:15 - 04.01.2018 15:30","n/e","n/e","n/e","n/e","414","n/e","n/e","12650","n/e"
"04.01.2018 15:30 - 04.01.2018 15:45","n/e","n/e","n/e","n/e","417","n/e","n/e","12563","n/e"
"04.01.2018 15:45 - 04.01.2018 16:00","n/e","n/e","n/e","n/e","401","n/e","n/e","12532","n/e"
"04.01.2018 16:00 - 04.01.2018 16:15","n/e","n/e","n/e","n/e","392","n/e","n/e","12670","n/e"
"04.01.2018 16:15 - 04.01.2018 16:30","n/e","n/e","n/e","n/e","373","n/e","n/e","13002","n/e"
"04.01.2018 16:30 - 04.01.2018 16:45","n/e","n/e","n/e","n/e","356","n/e","n/e","13271","n/e"
"04.01.2018 16:45 - 04.01.2018 17:00","n/e","n/e","n/e","n/e","352","n/e","n/e","13561","n/e"
"04.01.2018 17:00 - 04.01.2018 17:15","n/e","n/e","n/e","n/e","354","n/e","n/e","13927","n/e"
"04.01.2018 17:15 - 04.01.2018 17:30","n/e","n/e","n/e","n/e","339","n/e","n/e","14339","n/e"
"04.01.2018 17:30 - 04.01.2018 17:45","n/e","n/e","n/e","n/e","354","n/e","n/e","14740","n/e"
"04.01.2018 17:45 - 04.01.2018 18:00","n/e","n/e","n/e","n/e","378","n/e","n/e","15184","n/e"
"04.01.2018 18:00 - 04.01.2018 18:15","n/e","n/e","n/e","n/e","419","n/e","n/e","15586","n/e"
"04.01.2018 18:15 - 04.01.2018 18:30","n/e","n/e","n/e","n/e","411","n/e","n/e","15984","n/e"
"04.01.2018 18:30 - 04.01.2018 18:45","n/e","n/e","n/e","n/e","433","n/e","n/e","16493","n/e"
"04.01.2018 18:45 - 04.01.2018 19:00","n/e","n/e","n/e","n/e","484","n/e","n/e","16971","n/e"
"04.01.2018 19:00 - 04.01.2018 19:15","n/e","n/e","n/e","n/e","507","n/e","n/e","17398","n/e"
"04.01.2018 19:15 - 04.01.2018 19:30","n/e","n/e","n/e","n/e","646","n/e","n/e","17880","n/e"
"04.01.2018 19:30 - 04.01.2018 19:45","n/e","n/e","n/e","n/e","719","n/e","n/e","18315","n/e"
"04.01.2018 19:45 - 04.01.2018 20:00","n/e","n/e","n/e","n/e","849","n/e","n/e","18706","n/e"
"04.01.2018 20:00 - 04.01.2018 20:15","n/e","n/e","n/e","n/e","933","n/e","n/e","19260","n/e"
"04.01.2018 20:15 - 04.01.2018 20:30","n/e","n/e","n/e","n/e","1019","n/e","n/e","19891","n/e"
"04.01.2018 20:30 - 04.01.2018 20:45","n/e","n/e","n/e","n/e","1039","n/e","n/e","20475","n/e"
"04.01.2018 20:45 - 04.01.2018 21:00","n/e","n/e","n/e","n/e","1126","n/e","n/e","20928","n/e"
"04.01.2018 21:00 - 04.01.2018 21:15","n/e","n/e","n/e","n/e","1229","n/e","n/e","21489","n/e"
"04.01.2018 21:15 - 04.01.2018 21:30","n/e","n/e","n/e","n/e","1165","n/e","n/e","22134","n/e"
"04.01.2018 21:30 - 04.01.2018 21:45","n/e","n/e","n/e","n/e","1213","n/e","n/e","22767","n/e"
"04.01.2018 21:45 - 04.01.2018 22:00","n/e","n/e","n/e","n/e","1240","n/e","n/e","23384","n/e"
"04.01.2018 22:00 - 04.01.2018 22:15","n/e","n/e","n/e","n/e","1263","n/e","n/e","23945","n/e"
"04.01.2018 22:15 - 04.01.2018 22:30","n/e","n/e","n/e","n/e","1342","n/e","n/e","24520","n/e"
"04.01.2018 22:30 - 04.01.2018 22:45","n/e","n/e","n/e","n/e","1432","n/e","n/e","25089","n/e"
"04.01.2018 22:45 - 04.01.2018 23:00","n/e","n/e","n/e","n/e","1522","n/e","n/e","25663","n/e"
"04.01.2018 23:00 - 04.01.2018 23:15","n/e","n/e","n/e","n/e","1637","n/e","n/e","26316","n/e"
"04.01.2018 23:15 - 04.01.2018 23:30","n/e","n/e","n/e","n/e","1759","n/e","n/e","27093","n/e"
"04.01.2018 23:30 - 04.01.2018 23:45","n/e","n/e","n/e","n/e","1892","n/e","n/e","27849","n/e"
"04.01.2018 23:45 - 05.01.2018 00:00","n/e","n/e","n/e","n/e","2021","n/e","n/e","28613","n/e"
"05.01.2018 00:00 - 05.01.2018 00:15","n/e","n/e","n/e","n/e","2439","n/e","n/e","28560","n/e"
"05.01.2018 00:15 - 05.01.2018 00:30","n/e","n/e","n/e","n/e","2852","n/e","n/e","29330","n/e"
"05.01.2018 00:30 - 05.01.2018 00:45","n/e","n/e","n/e","n/e","3001","n/e","n/e","29894","n/e"
"05.01.2018 00:45 - 05.01.2018 01:00","n/e","n/e","n/e","n/e","3119","n/e","n/e","30393","n/e"
"05.01.2018 01:00 - 05.01.2018 01:15","n/e","n/e","n/e","n/e","3129","n/e","n/e","32261","n/e"
"05.01.2018 01:15 - 05.01.2018 01:30","n/e","n/e","n/e","n/e","3296","n/e","n/e","32862","n/e"
"05.01.2018 01:30 - 05.01.2018 01:45","n/e","n/e","n/e","n/e","3389","n/e","n/e","33050","n/e"
"05.01.2018 01:45 - 05.01.2018 02:00","n/e","n/e","n/e","n/e","3445","n/e","n/e","33537","n/e"
"05.01.2018 02:00 - 05.01.2018 02:15","n/e","n/e","n/e","n/e","3449","n/e","n/e","33629","n/e"
"05.01.2018 02:15 - 05.01.2018 02:30","n/e","n/e","n/e","n/e","3485","n/e","n/e","33902","n/e"
"05.01.2018 02:30 - 05.01.2018 02:45","n/e","n/e","n/e","n/e","3258","n/e","n/e","34038","n/e"
"05.01.2018 02:45 - 05.01.2018 03:00","n/e","n/e","n/e","n/e","3230","n/e","n/e","34369","n/e"
"05.01.2018 03:00 - 05.01.2018 03:15","n/e","n/e","n/e","n/e","3142","n/e","n/e","34691","n/e"
"05.01.2018 03:15 - 05.01.2018 03:30","n/e","n/e","n/e","n/e","2998","n/e","n/e","34363","n/e"
"05.01.2018 03:30 - 05.01.2018 03:45","n/e","n/e","n/e","n/e","2942","n/e","n/e","34198","n/e"
"05.01.2018 03:45 - 05.01.2018 04:00","n/e","n/e","n/e","n/e","2898","n/e","n/e","34183","n/e"
"05.01.2018 04:00 - 05.01.2018 04:15","n/e","n/e","n/e","n/e","2766","n/e","n/e","34166","n/e"
"05.01.2018 04:15 - 05.01.2018 04:30","n/e","n/e","n/e","n/e","2653","n/e","n/e","33692","n/e"
"05.01.2018 04:30 - 05.01.2018 04:45","n/e","n/e","n/e","n/e","2549","n/e","n/e","33512","n/e"
"05.01.2018 04:45 - 05.01.2018 05:00","n/e","n/e","n/e","n/e","2501","n/e","n/e","33182","n/e"
"05.01.2018 05:00 - 05.01.2018 05:15","n/e","n/e","n/e","n/e","2369","n/e","n/e","32967","n/e"
"05.01.2018 05:15 - 05.01.2018 05:30","n/e","n/e","n/e","n/e","2349","n/e","n/e","32621","n/e"
"05.01.2018 05:30 - 05.01.2018 05:45","n/e","n/e","n/e","n/e","2175","n/e","n/e","32306","n/e"
"05.01.2018 05:45 - 05.01.2018 06:00","n/e","n/e","n/e","n/e","1998","n/e","n/e","32132","n/e"
"05.01.2018 06:00 - 05.01.2018 06:15","n/e","n/e","n/e","n/e","1841","n/e","n/e","31832","n/e"
"05.01.2018 06:15 - 05.01.2018 06:30","n/e","n/e","n/e","n/e","1680","n/e","n/e","31841","n/e"
"05.01.2018 06:30 - 05.01.2018 06:45","n/e","n/e","n/e","n/e","1597","n/e","n/e","31486","n/e"
"05.01.2018 06:45 - 05.01.2018 07:00","n/e","n/e","n/e","n/e","1500","n/e","n/e","31297","n/e"
"05.01.2018 07:00 - 05.01.2018 07:15","n/e","n/e","n/e","n/e","1393","n/e","n/e","31218","n/e"
"05.01.2018 07:15 - 05.01.2018 07:30","n/e","n/e","n/e","n/e","1197","n/e","n/e","30854","n/e"
"05.01.2018 07:30 - 05.01.2018 07:45","n/e","n/e","n/e","n/e","989","n/e","n/e","30425","n/e"
"05.01.2018 07:45 - 05.01.2018 08:00","n/e","n/e","n/e","n/e","880","n/e","n/e","29968","n/e"
"05.01.2018 08:00 - 05.01.2018 08:15","n/e","n/e","n/e","n/e","751","n/e","n/e","29595","n/e"
"05.01.2018 08:15 - 05.01.2018 08:30","n/e","n/e","n/e","n/e","535","n/e","n/e","29013","n/e"
"05.01.2018 08:30 - 05.01.2018 08:45","n/e","n/e","n/e","n/e","486","n/e","n/e","28312","n/e"
"05.01.2018 08:45 - 05.01.2018 09:00","n/e","n/e","n/e","n/e","463","n/e","n/e","27829","n/e"
"05.01.2018 09:00 - 05.01.2018 09:15","n/e","n/e","n/e","n/e","419","n/e","n/e","27458","n/e"
"05.01.2018 09:15 - 05.01.2018 09:30","n/e","n/e","n/e","n/e","425","n/e","n/e","27067","n/e"
"05.01.2018 09:30 - 05.01.2018 09:45","n/e","n/e","n/e","n/e","380","n/e","n/e","26396","n/e"
"05.01.2018 09:45 - 05.01.2018 10:00","n/e","n/e","n/e","n/e","353","n/e","n/e","25770","n/e"
"05.01.2018 10:00 - 05.01.2018 10:15","n/e","n/e","n/e","n/e","333","n/e","n/e","24872","n/e"
"05.01.2018 10:15 - 05.01.2018 10:30","n/e","n/e","n/e","n/e","280","n/e","n/e","24502","n/e"
"05.01.2018 10:30 - 05.01.2018 10:45","n/e","n/e","n/e","n/e","273","n/e","n/e","24043","n/e"
"05.01.2018 10:45 - 05.01.2018 11:00","n/e","n/e","n/e","n/e","281","n/e","n/e","23877","n/e"
"05.01.2018 11:00 - 05.01.2018 11:15","n/e","n/e","n/e","n/e","290","n/e","n/e","23513","n/e"
"05.01.2018 11:15 - 05.01.2018 11:30","n/e","n/e","n/e","n/e","305","n/e","n/e","23334","n/e"
"05.01.2018 11:30 - 05.01.2018 11:45","n/e","n/e","n/e","n/e","307","n/e","n/e","23010","n/e"
"05.01.2018 11:45 - 05.01.2018 12:00","n/e","n/e","n/e","n/e","322","n/e","n/e","22661","n/e"
"05.01.2018 12:00 - 05.01.2018 12:15","n/e","n/e","n/e","n/e","336","n/e","n/e","22244","n/e"
"05.01.2018 12:15 - 05.01.2018 12:30","n/e","n/e","n/e","n/e","374","n/e","n/e","21680","n/e"
"05.01.2018 12:30 - 05.01.2018 12:45","n/e","n/e","n/e","n/e","407","n/e","n/e","21008","n/e"
"05.01.2018 12:45 - 05.01.2018 13:00","n/e","n/e","n/e","n/e","445","n/e","n/e","20265","n/e"
"05.01.2018 13:00 - 05.01.2018 13:15","n/e","n/e","n/e","n/e","477","n/e","n/e","19568","n/e"
"05.01.2018 13:15 - 05.01.2018 13:30","n/e","n/e","n/e","n/e","399","n/e","n/e","18793","n/e"
"05.01.2018 13:30 - 05.01.2018 13:45","n/e","n/e","n/e","n/e","414","n/e","n/e","18015","n/e"
"05.01.2018 13:45 - 05.01.2018 14:00","n/e","n/e","n/e","n/e","425","n/e","n/e","17381","n/e"
"05.01.2018 14:00 - 05.01.2018 14:15","n/e","n/e","n/e","n/e","473","n/e","n/e","16815","n/e"
"05.01.2018 14:15 - 05.01.2018 14:30","n/e","n/e","n/e","n/e","460","n/e","n/e","16200","n/e"
"05.01.2018 14:30 - 05.01.2018 14:45","n/e","n/e","n/e","n/e","464","n/e","n/e","15583","n/e"
"05.01.2018 14:45 - 05.01.2018 15:00","n/e","n/e","n/e","n/e","454","n/e","n/e","14848","n/e"
"05.01.2018 15:00 - 05.01.2018 15:15","n/e","n/e","n/e","n/e","458","n/e","n/e","14102","n/e"
"05.01.2018 15:15 - 05.01.2018 15:30","n/e","n/e","n/e","n/e","469","n/e","n/e","13354","n/e"
"05.01.2018 15:30 - 05.01.2018 15:45","n/e","n/e","n/e","n/e","410","n/e","n/e","12825","n/e"
"05.01.2018 15:45 - 05.01.2018 16:00","n/e","n/e","n/e","n/e","368","n/e","n/e","12255","n/e"
"05.01.2018 16:00 - 05.01.2018 16:15","n/e","n/e","n/e","n/e","335","n/e","n/e","11609","n/e"
"05.01.2018 16:15 - 05.01.2018 16:30","n/e","n/e","n/e","n/e","290","n/e","n/e","11252","n/e"
"05.01.2018 16:30 - 05.01.2018 16:45","n/e","n/e","n/e","n/e","334","n/e","n/e","10980","n/e"
"05.01.2018 16:45 - 05.01.2018 17:00","n/e","n/e","n/e","n/e","366","n/e","n/e","10711","n/e"
"05.01.2018 17:00 - 05.01.2018 17:15","n/e","n/e","n/e","n/e","376","n/e","n/e","10470","n/e"
"05.01.2018 17:15 - 05.01.2018 17:30","n/e","n/e","n/e","n/e","444","n/e","n/e","10372","n/e"
