"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"05.01.2018 12:15 - 05.01.2018 12:30","76750","81509"
"05.01.2018 12:30 - 05.01.2018 12:45","76270","81200"
"05.01.2018 12:45 - 05.01.2018 13:00","76347","80575"
"05.01.2018 13:00 - 05.01.2018 13:15","76345","80416"
"05.01.2018 13:15 - 05.01.2018 13:30","76089","79695"
"05.01.2018 13:30 - 05.01.2018 13:45","75441","79054"
"05.01.2018 13:45 - 05.01.2018 14:00","74989","78389"
"05.01.2018 14:00 - 05.01.2018 14:15","74753","78046"
"05.01.2018 14:15 - 05.01.2018 14:30","74126","77767"
"05.01.2018 14:30 - 05.01.2018 14:45","74067","77226"
"05.01.2018 14:45 - 05.01.2018 15:00","74070","76520"
"05.01.2018 15:00 - 05.01.2018 15:15","74076","76461"
"05.01.2018 15:15 - 05.01.2018 15:30","73639","76032"
"05.01.2018 15:30 - 05.01.2018 15:45","73654","75862"
"05.01.2018 15:45 - 05.01.2018 16:00","73623","75522"
"05.01.2018 16:00 - 05.01.2018 16:15","74377","75863"
"05.01.2018 16:15 - 05.01.2018 16:30","74779","76202"
"05.01.2018 16:30 - 05.01.2018 16:45","75346","77093"
"05.01.2018 16:45 - 05.01.2018 17:00","76498","78153"
"05.01.2018 17:00 - 05.01.2018 17:15","77762","78986"
"05.01.2018 17:15 - 05.01.2018 17:30","78226","79292"
"05.01.2018 17:30 - 05.01.2018 17:45","78544","79390"
"05.01.2018 17:45 - 05.01.2018 18:00","78749","79545"
"05.01.2018 18:00 - 05.01.2018 18:15","78336","78930"
"05.01.2018 18:15 - 05.01.2018 18:30","78312","78911"
"05.01.2018 18:30 - 05.01.2018 18:45","77929","78843"
"05.01.2018 18:45 - 05.01.2018 19:00","77216","78217"
"05.01.2018 19:00 - 05.01.2018 19:15","76625","77476"
"05.01.2018 19:15 - 05.01.2018 19:30","75851","76088"
"05.01.2018 19:30 - 05.01.2018 19:45","75129","75392"
"05.01.2018 19:45 - 05.01.2018 20:00","74220","74391"
"05.01.2018 20:00 - 05.01.2018 20:15","72783","73205"
"05.01.2018 20:15 - 05.01.2018 20:30","71061","71697"
"05.01.2018 20:30 - 05.01.2018 20:45","70417","70326"
"05.01.2018 20:45 - 05.01.2018 21:00","69412","69112"
"05.01.2018 21:00 - 05.01.2018 21:15","68011","68121"
"05.01.2018 21:15 - 05.01.2018 21:30","67435","67072"
"05.01.2018 21:30 - 05.01.2018 21:45","67509","66555"
"05.01.2018 21:45 - 05.01.2018 22:00","66390","65616"
"05.01.2018 22:00 - 05.01.2018 22:15","66742","66009"
"05.01.2018 22:15 - 05.01.2018 22:30","65420","65543"
"05.01.2018 22:30 - 05.01.2018 22:45","64749","64583"
"05.01.2018 22:45 - 05.01.2018 23:00","63377","63583"
"05.01.2018 23:00 - 05.01.2018 23:15","62363","62830"
"05.01.2018 23:15 - 05.01.2018 23:30","61007","61770"
"05.01.2018 23:30 - 05.01.2018 23:45","59800","60482"
"05.01.2018 23:45 - 06.01.2018 00:00","58716","59445"
"06.01.2018 00:00 - 06.01.2018 00:15","55736","58743"
"06.01.2018 00:15 - 06.01.2018 00:30","55079","57672"
"06.01.2018 00:30 - 06.01.2018 00:45","54560","56821"
"06.01.2018 00:45 - 06.01.2018 01:00","53893","56029"
"06.01.2018 01:00 - 06.01.2018 01:15","53271","55437"
"06.01.2018 01:15 - 06.01.2018 01:30","52901","54665"
"06.01.2018 01:30 - 06.01.2018 01:45","52429","54184"
"06.01.2018 01:45 - 06.01.2018 02:00","52153","53823"
"06.01.2018 02:00 - 06.01.2018 02:15","51872","53377"
"06.01.2018 02:15 - 06.01.2018 02:30","51538","53180"
"06.01.2018 02:30 - 06.01.2018 02:45","51312","52789"
"06.01.2018 02:45 - 06.01.2018 03:00","51235","52892"
"06.01.2018 03:00 - 06.01.2018 03:15","51045","52945"
"06.01.2018 03:15 - 06.01.2018 03:30","50895","52687"
"06.01.2018 03:30 - 06.01.2018 03:45","50832","52584"
"06.01.2018 03:45 - 06.01.2018 04:00","50807","52491"
"06.01.2018 04:00 - 06.01.2018 04:15","50809","52818"
"06.01.2018 04:15 - 06.01.2018 04:30","50795","52705"
"06.01.2018 04:30 - 06.01.2018 04:45","50849","52850"
"06.01.2018 04:45 - 06.01.2018 05:00","50835","52817"
"06.01.2018 05:00 - 06.01.2018 05:15","51068","53246"
"06.01.2018 05:15 - 06.01.2018 05:30","50756","53048"
"06.01.2018 05:30 - 06.01.2018 05:45","50696","52648"
"06.01.2018 05:45 - 06.01.2018 06:00","50342","52372"
"06.01.2018 06:00 - 06.01.2018 06:15","49880","52416"
"06.01.2018 06:15 - 06.01.2018 06:30","50602","53000"
"06.01.2018 06:30 - 06.01.2018 06:45","50703","53513"
"06.01.2018 06:45 - 06.01.2018 07:00","51324","54262"
"06.01.2018 07:00 - 06.01.2018 07:15","52027","55778"
"06.01.2018 07:15 - 06.01.2018 07:30","52859","56461"
"06.01.2018 07:30 - 06.01.2018 07:45","55410","56845"
"06.01.2018 07:45 - 06.01.2018 08:00","56139","57621"
"06.01.2018 08:00 - 06.01.2018 08:15","57196","58722"
"06.01.2018 08:15 - 06.01.2018 08:30","57746","59413"
"06.01.2018 08:30 - 06.01.2018 08:45","58470","60221"
"06.01.2018 08:45 - 06.01.2018 09:00","59131","61004"
"06.01.2018 09:00 - 06.01.2018 09:15","60125","61953"
"06.01.2018 09:15 - 06.01.2018 09:30","60791","63057"
"06.01.2018 09:30 - 06.01.2018 09:45","61196","63702"
"06.01.2018 09:45 - 06.01.2018 10:00","61513","64154"
"06.01.2018 10:00 - 06.01.2018 10:15","62075","64817"
"06.01.2018 10:15 - 06.01.2018 10:30","62502","65144"
"06.01.2018 10:30 - 06.01.2018 10:45","62799","65458"
"06.01.2018 10:45 - 06.01.2018 11:00","63501","65795"
"06.01.2018 11:00 - 06.01.2018 11:15","63693","66422"
"06.01.2018 11:15 - 06.01.2018 11:30","64135","66980"
"06.01.2018 11:30 - 06.01.2018 11:45","64742","67663"
"06.01.2018 11:45 - 06.01.2018 12:00","64800","67504"
"06.01.2018 12:00 - 06.01.2018 12:15","64112","67328"
"06.01.2018 12:15 - 06.01.2018 12:30","64153","67216"
"06.01.2018 12:30 - 06.01.2018 12:45","63602","66652"
"06.01.2018 12:45 - 06.01.2018 13:00","63301","66294"
"06.01.2018 13:00 - 06.01.2018 13:15","63337","65940"
"06.01.2018 13:15 - 06.01.2018 13:30","62462","65561"
"06.01.2018 13:30 - 06.01.2018 13:45","62427","65077"
"06.01.2018 13:45 - 06.01.2018 14:00","61554","64365"
"06.01.2018 14:00 - 06.01.2018 14:15","61488","63628"
"06.01.2018 14:15 - 06.01.2018 14:30","60818","63403"
"06.01.2018 14:30 - 06.01.2018 14:45","61099","63469"
"06.01.2018 14:45 - 06.01.2018 15:00","61310","63104"
"06.01.2018 15:00 - 06.01.2018 15:15","61635","63058"
"06.01.2018 15:15 - 06.01.2018 15:30","60926","63118"
"06.01.2018 15:30 - 06.01.2018 15:45","61087","63358"
"06.01.2018 15:45 - 06.01.2018 16:00","61039","63562"
"06.01.2018 16:00 - 06.01.2018 16:15","62011","63966"
"06.01.2018 16:15 - 06.01.2018 16:30","62587","64500"
"06.01.2018 16:30 - 06.01.2018 16:45","63513","65847"
"06.01.2018 16:45 - 06.01.2018 17:00","64105","67022"
"06.01.2018 17:00 - 06.01.2018 17:15","65887","68433"
"06.01.2018 17:15 - 06.01.2018 17:30","66634","68913"
"06.01.2018 17:30 - 06.01.2018 17:45","67481","69409"
"06.01.2018 17:45 - 06.01.2018 18:00","67514","69924"
"06.01.2018 18:00 - 06.01.2018 18:15","67595","70483"
"06.01.2018 18:15 - 06.01.2018 18:30","67756","70377"
"06.01.2018 18:30 - 06.01.2018 18:45","67530","70216"
"06.01.2018 18:45 - 06.01.2018 19:00","67230","69958"
"06.01.2018 19:00 - 06.01.2018 19:15","66933","69487"
"06.01.2018 19:15 - 06.01.2018 19:30","66432","68847"
"06.01.2018 19:30 - 06.01.2018 19:45","65838","68005"
"06.01.2018 19:45 - 06.01.2018 20:00","65162","67130"
"06.01.2018 20:00 - 06.01.2018 20:15","64042","66221"
"06.01.2018 20:15 - 06.01.2018 20:30","62941","64706"
"06.01.2018 20:30 - 06.01.2018 20:45","61821","63698"
"06.01.2018 20:45 - 06.01.2018 21:00","61284","63217"
"06.01.2018 21:00 - 06.01.2018 21:15","60343","62751"
"06.01.2018 21:15 - 06.01.2018 21:30","59896","61802"
"06.01.2018 21:30 - 06.01.2018 21:45","60082","61255"
"06.01.2018 21:45 - 06.01.2018 22:00","59501","60717"
"06.01.2018 22:00 - 06.01.2018 22:15","60489","61979"
"06.01.2018 22:15 - 06.01.2018 22:30","59924","61346"
"06.01.2018 22:30 - 06.01.2018 22:45","59255","60574"
"06.01.2018 22:45 - 06.01.2018 23:00","58318","59470"
"06.01.2018 23:00 - 06.01.2018 23:15","57344","58645"
"06.01.2018 23:15 - 06.01.2018 23:30","56440","57603"
"06.01.2018 23:30 - 06.01.2018 23:45","55497","56582"
"06.01.2018 23:45 - 07.01.2018 00:00","54763","55525"
"07.01.2018 00:00 - 07.01.2018 00:15","53800","54496"
"07.01.2018 00:15 - 07.01.2018 00:30","53105","53331"
"07.01.2018 00:30 - 07.01.2018 00:45","52591","52610"
"07.01.2018 00:45 - 07.01.2018 01:00","52009","52070"
"07.01.2018 01:00 - 07.01.2018 01:15","51458","51876"
"07.01.2018 01:15 - 07.01.2018 01:30","51030","50968"
"07.01.2018 01:30 - 07.01.2018 01:45","50621","50399"
"07.01.2018 01:45 - 07.01.2018 02:00","50370","50314"
"07.01.2018 02:00 - 07.01.2018 02:15","50225","50158"
"07.01.2018 02:15 - 07.01.2018 02:30","49927","49858"
"07.01.2018 02:30 - 07.01.2018 02:45","49697","49594"
"07.01.2018 02:45 - 07.01.2018 03:00","49550","49426"
"07.01.2018 03:00 - 07.01.2018 03:15","49517","49322"
"07.01.2018 03:15 - 07.01.2018 03:30","49349","49259"
"07.01.2018 03:30 - 07.01.2018 03:45","49302","49177"
"07.01.2018 03:45 - 07.01.2018 04:00","49230","49223"
"07.01.2018 04:00 - 07.01.2018 04:15","49274","49328"
"07.01.2018 04:15 - 07.01.2018 04:30","49234","49390"
"07.01.2018 04:30 - 07.01.2018 04:45","49270","49330"
"07.01.2018 04:45 - 07.01.2018 05:00","49205","49115"
"07.01.2018 05:00 - 07.01.2018 05:15","49342","49392"
"07.01.2018 05:15 - 07.01.2018 05:30","48912","49106"
"07.01.2018 05:30 - 07.01.2018 05:45","48856","48908"
"07.01.2018 05:45 - 07.01.2018 06:00","48554","48527"
"07.01.2018 06:00 - 07.01.2018 06:15","47785","47974"
"07.01.2018 06:15 - 07.01.2018 06:30","48247","48152"
"07.01.2018 06:30 - 07.01.2018 06:45","48464","48365"
"07.01.2018 06:45 - 07.01.2018 07:00","48914","48662"
"07.01.2018 07:00 - 07.01.2018 07:15","49400","49671"
"07.01.2018 07:15 - 07.01.2018 07:30","50029","50296"
"07.01.2018 07:30 - 07.01.2018 07:45","51086","51079"
"07.01.2018 07:45 - 07.01.2018 08:00","51976","51943"
"07.01.2018 08:00 - 07.01.2018 08:15","52732","53209"
"07.01.2018 08:15 - 07.01.2018 08:30","53240","53897"
"07.01.2018 08:30 - 07.01.2018 08:45","54240","54753"
"07.01.2018 08:45 - 07.01.2018 09:00","54934","55846"
"07.01.2018 09:00 - 07.01.2018 09:15","56045","57164"
"07.01.2018 09:15 - 07.01.2018 09:30","56957","58442"
"07.01.2018 09:30 - 07.01.2018 09:45","57514","59301"
"07.01.2018 09:45 - 07.01.2018 10:00","57931","60476"
"07.01.2018 10:00 - 07.01.2018 10:15","58622","61027"
"07.01.2018 10:15 - 07.01.2018 10:30","59139","61669"
"07.01.2018 10:30 - 07.01.2018 10:45","59571","62379"
"07.01.2018 10:45 - 07.01.2018 11:00","60431","63466"
"07.01.2018 11:00 - 07.01.2018 11:15","60841","64217"
"07.01.2018 11:15 - 07.01.2018 11:30","61621","65331"
"07.01.2018 11:30 - 07.01.2018 11:45","62296","65912"
"07.01.2018 11:45 - 07.01.2018 12:00","62407","66017"
"07.01.2018 12:00 - 07.01.2018 12:15","61993","65827"
"07.01.2018 12:15 - 07.01.2018 12:30","62149","65446"
"07.01.2018 12:30 - 07.01.2018 12:45","61587","65164"
"07.01.2018 12:45 - 07.01.2018 13:00","61202","64696"
"07.01.2018 13:00 - 07.01.2018 13:15","60967","64635"
"07.01.2018 13:15 - 07.01.2018 13:30","60514","63940"
"07.01.2018 13:30 - 07.01.2018 13:45","60418","63664"
"07.01.2018 13:45 - 07.01.2018 14:00","59606","62856"
"07.01.2018 14:00 - 07.01.2018 14:15","59500","62392"
"07.01.2018 14:15 - 07.01.2018 14:30","59099","61754"
"07.01.2018 14:30 - 07.01.2018 14:45","59239","61773"
"07.01.2018 14:45 - 07.01.2018 15:00","59289","61391"
"07.01.2018 15:00 - 07.01.2018 15:15","59636","61698"
"07.01.2018 15:15 - 07.01.2018 15:30","58955","61486"
"07.01.2018 15:30 - 07.01.2018 15:45","59084","61350"
"07.01.2018 15:45 - 07.01.2018 16:00","59048","61679"
"07.01.2018 16:00 - 07.01.2018 16:15","59969","62398"
"07.01.2018 16:15 - 07.01.2018 16:30","60710","62966"
"07.01.2018 16:30 - 07.01.2018 16:45","61466","64368"
"07.01.2018 16:45 - 07.01.2018 17:00","62095","66238"
"07.01.2018 17:00 - 07.01.2018 17:15","63823","67787"
"07.01.2018 17:15 - 07.01.2018 17:30","64754","68703"
"07.01.2018 17:30 - 07.01.2018 17:45","65705","69496"
"07.01.2018 17:45 - 07.01.2018 18:00","65799","69812"
"07.01.2018 18:00 - 07.01.2018 18:15","65959","70159"
"07.01.2018 18:15 - 07.01.2018 18:30","66180","70518"
"07.01.2018 18:30 - 07.01.2018 18:45","65886","70648"
"07.01.2018 18:45 - 07.01.2018 19:00","65620","70365"
"07.01.2018 19:00 - 07.01.2018 19:15","65294","69644"
"07.01.2018 19:15 - 07.01.2018 19:30","64779","68994"
"07.01.2018 19:30 - 07.01.2018 19:45","64304","68298"
"07.01.2018 19:45 - 07.01.2018 20:00","63463","67417"
"07.01.2018 20:00 - 07.01.2018 20:15","62770","67141"
"07.01.2018 20:15 - 07.01.2018 20:30","61856","65922"
"07.01.2018 20:30 - 07.01.2018 20:45","60526","65119"
"07.01.2018 20:45 - 07.01.2018 21:00","60237","64428"
"07.01.2018 21:00 - 07.01.2018 21:15","59405","64024"
"07.01.2018 21:15 - 07.01.2018 21:30","59039","63446"
"07.01.2018 21:30 - 07.01.2018 21:45","59476","63245"
"07.01.2018 21:45 - 07.01.2018 22:00","59371","63190"
"07.01.2018 22:00 - 07.01.2018 22:15","60501","64617"
"07.01.2018 22:15 - 07.01.2018 22:30","60046","63939"
"07.01.2018 22:30 - 07.01.2018 22:45","59282","62931"
"07.01.2018 22:45 - 07.01.2018 23:00","58262","61872"
"07.01.2018 23:00 - 07.01.2018 23:15","57246","61499"
"07.01.2018 23:15 - 07.01.2018 23:30","56426","60474"
"07.01.2018 23:30 - 07.01.2018 23:45","55615","59117"
"07.01.2018 23:45 - 08.01.2018 00:00","55198","58268"
"08.01.2018 00:00 - 08.01.2018 00:15","55201","57334"
"08.01.2018 00:15 - 08.01.2018 00:30","54695","56475"
"08.01.2018 00:30 - 08.01.2018 00:45","54089","55986"
"08.01.2018 00:45 - 08.01.2018 01:00","53493","55571"
"08.01.2018 01:00 - 08.01.2018 01:15","53089","54717"
"08.01.2018 01:15 - 08.01.2018 01:30","52770","54486"
"08.01.2018 01:30 - 08.01.2018 01:45","52424","54385"
"08.01.2018 01:45 - 08.01.2018 02:00","52251","53935"
"08.01.2018 02:00 - 08.01.2018 02:15","52022","53930"
"08.01.2018 02:15 - 08.01.2018 02:30","51913","53702"
"08.01.2018 02:30 - 08.01.2018 02:45","51883","53878"
"08.01.2018 02:45 - 08.01.2018 03:00","51852","53677"
"08.01.2018 03:00 - 08.01.2018 03:15","51873","54079"
"08.01.2018 03:15 - 08.01.2018 03:30","51944","54044"
"08.01.2018 03:30 - 08.01.2018 03:45","51999","54414"
"08.01.2018 03:45 - 08.01.2018 04:00","52232","54544"
"08.01.2018 04:00 - 08.01.2018 04:15","52844","55120"
"08.01.2018 04:15 - 08.01.2018 04:30","53217","55370"
"08.01.2018 04:30 - 08.01.2018 04:45","53864","56067"
"08.01.2018 04:45 - 08.01.2018 05:00","54472","56998"
"08.01.2018 05:00 - 08.01.2018 05:15","56013","59147"
"08.01.2018 05:15 - 08.01.2018 05:30","56854","60144"
"08.01.2018 05:30 - 08.01.2018 05:45","58256","61800"
"08.01.2018 05:45 - 08.01.2018 06:00","60047","63749"
"08.01.2018 06:00 - 08.01.2018 06:15","63047","67195"
"08.01.2018 06:15 - 08.01.2018 06:30","65638","70228"
"08.01.2018 06:30 - 08.01.2018 06:45","67826","73045"
"08.01.2018 06:45 - 08.01.2018 07:00","69679","74767"
"08.01.2018 07:00 - 08.01.2018 07:15","71759","77404"
"08.01.2018 07:15 - 08.01.2018 07:30","72854","79114"
"08.01.2018 07:30 - 08.01.2018 07:45","73763","80611"
"08.01.2018 07:45 - 08.01.2018 08:00","74687","81824"
"08.01.2018 08:00 - 08.01.2018 08:15","75846","82979"
"08.01.2018 08:15 - 08.01.2018 08:30","75998","83277"
"08.01.2018 08:30 - 08.01.2018 08:45","76269","83642"
"08.01.2018 08:45 - 08.01.2018 09:00","76427","83924"
"08.01.2018 09:00 - 08.01.2018 09:15","76385","83552"
"08.01.2018 09:15 - 08.01.2018 09:30","76533","83646"
"08.01.2018 09:30 - 08.01.2018 09:45","76952","84209"
"08.01.2018 09:45 - 08.01.2018 10:00","76999","84190"
"08.01.2018 10:00 - 08.01.2018 10:15","77163","84183"
"08.01.2018 10:15 - 08.01.2018 10:30","77498","84224"
"08.01.2018 10:30 - 08.01.2018 10:45","77781","84416"
"08.01.2018 10:45 - 08.01.2018 11:00","78054","84760"
"08.01.2018 11:00 - 08.01.2018 11:15","78261","84705"
"08.01.2018 11:15 - 08.01.2018 11:30","78552","84985"
"08.01.2018 11:30 - 08.01.2018 11:45","78732","85191"
"08.01.2018 11:45 - 08.01.2018 12:00","79139","85113"
"08.01.2018 12:00 - 08.01.2018 12:15","78256","84719"
"08.01.2018 12:15 - 08.01.2018 12:30","78204","84620"
"08.01.2018 12:30 - 08.01.2018 12:45","78132","84407"
"08.01.2018 12:45 - 08.01.2018 13:00","78236","84410"
"08.01.2018 13:00 - 08.01.2018 13:15","78374","84557"
"08.01.2018 13:15 - 08.01.2018 13:30","77957","84152"
"08.01.2018 13:30 - 08.01.2018 13:45","77605","83627"
"08.01.2018 13:45 - 08.01.2018 14:00","77029","83089"
"08.01.2018 14:00 - 08.01.2018 14:15","76795","82711"
"08.01.2018 14:15 - 08.01.2018 14:30","76559","82644"
"08.01.2018 14:30 - 08.01.2018 14:45","76396","82588"
"08.01.2018 14:45 - 08.01.2018 15:00","75941","82480"
"08.01.2018 15:00 - 08.01.2018 15:15","74870","82673"
"08.01.2018 15:15 - 08.01.2018 15:30","76091","82260"
"08.01.2018 15:30 - 08.01.2018 15:45","76071","82102"
"08.01.2018 15:45 - 08.01.2018 16:00","75813","82056"
"08.01.2018 16:00 - 08.01.2018 16:15","76102","82398"
"08.01.2018 16:15 - 08.01.2018 16:30","75447","82834"
"08.01.2018 16:30 - 08.01.2018 16:45","74032","83867"
"08.01.2018 16:45 - 08.01.2018 17:00","74623","85074"
"08.01.2018 17:00 - 08.01.2018 17:15","75529","86600"
"08.01.2018 17:15 - 08.01.2018 17:30","76058","87539"
"08.01.2018 17:30 - 08.01.2018 17:45","76413","87803"
"08.01.2018 17:45 - 08.01.2018 18:00","76517","88152"
"08.01.2018 18:00 - 08.01.2018 18:15","76257","87637"
"08.01.2018 18:15 - 08.01.2018 18:30","76102","87182"
"08.01.2018 18:30 - 08.01.2018 18:45","76077","87337"
"08.01.2018 18:45 - 08.01.2018 19:00","76102","86954"
"08.01.2018 19:00 - 08.01.2018 19:15","75718","85942"
"08.01.2018 19:15 - 08.01.2018 19:30","75117","84991"
"08.01.2018 19:30 - 08.01.2018 19:45","74598","84338"
"08.01.2018 19:45 - 08.01.2018 20:00","74023","83467"
"08.01.2018 20:00 - 08.01.2018 20:15","72913","81590"
"08.01.2018 20:15 - 08.01.2018 20:30","71993","80087"
"08.01.2018 20:30 - 08.01.2018 20:45","71114","79175"
"08.01.2018 20:45 - 08.01.2018 21:00","70427","78008"
"08.01.2018 21:00 - 08.01.2018 21:15","69829","77024"
"08.01.2018 21:15 - 08.01.2018 21:30","69269","76016"
"08.01.2018 21:30 - 08.01.2018 21:45","68923","75184"
"08.01.2018 21:45 - 08.01.2018 22:00","67742","73865"
"08.01.2018 22:00 - 08.01.2018 22:15","67951","74093"
"08.01.2018 22:15 - 08.01.2018 22:30","67156","73298"
"08.01.2018 22:30 - 08.01.2018 22:45","65960","71941"
"08.01.2018 22:45 - 08.01.2018 23:00","64642","70638"
"08.01.2018 23:00 - 08.01.2018 23:15","63221","69136"
"08.01.2018 23:15 - 08.01.2018 23:30","62091","67631"
"08.01.2018 23:30 - 08.01.2018 23:45","61075","66644"
"08.01.2018 23:45 - 09.01.2018 00:00","60116","65430"
"09.01.2018 00:00 - 09.01.2018 00:15","59369","64845"
"09.01.2018 00:15 - 09.01.2018 00:30","58708","64215"
"09.01.2018 00:30 - 09.01.2018 00:45","58023","63224"
"09.01.2018 00:45 - 09.01.2018 01:00","57311","62754"
"09.01.2018 01:00 - 09.01.2018 01:15","56809","61979"
"09.01.2018 01:15 - 09.01.2018 01:30","56469","61621"
"09.01.2018 01:30 - 09.01.2018 01:45","56128","61405"
"09.01.2018 01:45 - 09.01.2018 02:00","55864","61205"
"09.01.2018 02:00 - 09.01.2018 02:15","55587","60574"
"09.01.2018 02:15 - 09.01.2018 02:30","55390","60429"
"09.01.2018 02:30 - 09.01.2018 02:45","55383","60652"
"09.01.2018 02:45 - 09.01.2018 03:00","55376","60837"
"09.01.2018 03:00 - 09.01.2018 03:15","55396","60593"
"09.01.2018 03:15 - 09.01.2018 03:30","55413","60823"
"09.01.2018 03:30 - 09.01.2018 03:45","55587","60978"
"09.01.2018 03:45 - 09.01.2018 04:00","55662","61268"
"09.01.2018 04:00 - 09.01.2018 04:15","56131","61962"
"09.01.2018 04:15 - 09.01.2018 04:30","56529","62347"
"09.01.2018 04:30 - 09.01.2018 04:45","56985","63168"
"09.01.2018 04:45 - 09.01.2018 05:00","57533","63660"
"09.01.2018 05:00 - 09.01.2018 05:15","58731","64864"
"09.01.2018 05:15 - 09.01.2018 05:30","59544","65767"
"09.01.2018 05:30 - 09.01.2018 05:45","60666","67110"
"09.01.2018 05:45 - 09.01.2018 06:00","62100","68946"
"09.01.2018 06:00 - 09.01.2018 06:15","64748","72350"
"09.01.2018 06:15 - 09.01.2018 06:30","67072","74558"
"09.01.2018 06:30 - 09.01.2018 06:45","69007","77022"
"09.01.2018 06:45 - 09.01.2018 07:00","70615","79106"
"09.01.2018 07:00 - 09.01.2018 07:15","72647","81319"
"09.01.2018 07:15 - 09.01.2018 07:30","73726","82738"
"09.01.2018 07:30 - 09.01.2018 07:45","74469","83895"
"09.01.2018 07:45 - 09.01.2018 08:00","75391","84890"
"09.01.2018 08:00 - 09.01.2018 08:15","76334","85626"
"09.01.2018 08:15 - 09.01.2018 08:30","76593","85743"
"09.01.2018 08:30 - 09.01.2018 08:45","76825","85719"
"09.01.2018 08:45 - 09.01.2018 09:00","76984","85659"
"09.01.2018 09:00 - 09.01.2018 09:15","76897","85083"
"09.01.2018 09:15 - 09.01.2018 09:30","77015","85005"
"09.01.2018 09:30 - 09.01.2018 09:45","77225","85036"
"09.01.2018 09:45 - 09.01.2018 10:00","77504","85356"
"09.01.2018 10:00 - 09.01.2018 10:15","77623","85395"
"09.01.2018 10:15 - 09.01.2018 10:30","77915","85311"
"09.01.2018 10:30 - 09.01.2018 10:45","78158","85409"
"09.01.2018 10:45 - 09.01.2018 11:00","78408","85276"
"09.01.2018 11:00 - 09.01.2018 11:15","78677","85435"
"09.01.2018 11:15 - 09.01.2018 11:30","78940","85551"
"09.01.2018 11:30 - 09.01.2018 11:45","79134","85397"
"09.01.2018 11:45 - 09.01.2018 12:00","78706","85150"
"09.01.2018 12:00 - 09.01.2018 12:15","78590","84828"
"09.01.2018 12:15 - 09.01.2018 12:30","78644","84784"
"09.01.2018 12:30 - 09.01.2018 12:45","78525","84964"
"09.01.2018 12:45 - 09.01.2018 13:00","78759","84856"
"09.01.2018 13:00 - 09.01.2018 13:15","78780","84758"
"09.01.2018 13:15 - 09.01.2018 13:30","78503","84550"
"09.01.2018 13:30 - 09.01.2018 13:45","78260","84020"
"09.01.2018 13:45 - 09.01.2018 14:00","77441","83172"
"09.01.2018 14:00 - 09.01.2018 14:15","77411","82771"
"09.01.2018 14:15 - 09.01.2018 14:30","77128","82856"
"09.01.2018 14:30 - 09.01.2018 14:45","77188","82963"
"09.01.2018 14:45 - 09.01.2018 15:00","77219","82587"
"09.01.2018 15:00 - 09.01.2018 15:15","77254","82506"
"09.01.2018 15:15 - 09.01.2018 15:30","76736","82329"
"09.01.2018 15:30 - 09.01.2018 15:45","76494","82180"
"09.01.2018 15:45 - 09.01.2018 16:00","76484","81973"
